399.80,397.79,1.00
395.66,394.61,0.21
370.67,370.43,0.12
374.22,373.98,0.13
374.72,374.51,0.08
371.12,370.90,0.15
370.68,370.43,0.14
373.63,373.39,0.13
370.18,369.89,0.14
374.42,374.21,0.10
371.83,371.59,0.13
369.09,368.83,0.13
374.66,374.47,0.08
368.78,368.59,0.09
374.28,374.07,0.08
369.23,368.97,0.15
370.04,369.81,0.15
378.00,377.78,0.09
373.51,373.31,0.08
368.44,368.21,0.13
369.94,369.70,0.12
373.22,373.01,0.09
373.14,372.94,0.09
374.96,374.77,0.07
373.18,372.98,0.08
