161.01,160.55,0.15
155.84,155.10,0.15
153.12,152.35,0.17
145.17,145.01,0.09
144.92,144.76,0.10
145.23,145.07,0.09
145.06,144.91,0.08
145.49,145.32,0.09
145.69,145.54,0.07
145.38,145.21,0.10
145.91,145.77,0.07
145.58,145.41,0.09
145.76,145.61,0.09
145.38,145.25,0.07
145.40,145.27,0.08
145.37,145.19,0.11
145.77,145.59,0.09
144.73,144.59,0.07
145.91,145.78,0.06
145.25,145.12,0.07
145.71,145.55,0.09
145.56,145.41,0.09
145.42,145.26,0.09
145.49,145.33,0.10
144.88,144.71,0.11
