362.79,361.45,0.41
352.69,352.21,0.02
361.99,361.84,0.00
351.72,351.58,0.00
347.47,347.35,0.00
351.85,351.70,0.01
347.06,346.92,0.00
350.87,350.72,0.01
345.02,344.85,0.00
345.02,344.88,0.00
348.78,348.60,0.03
346.44,346.31,0.00
351.14,351.01,0.00
346.94,346.81,0.00
346.93,346.75,0.00
345.92,345.77,0.01
350.80,350.65,0.01
344.91,344.77,0.01
346.24,346.08,0.01
346.29,346.15,0.00
351.45,351.31,0.01
347.06,346.88,0.03
350.11,349.97,0.00
351.17,351.03,0.00
349.19,349.03,0.01
